Time,Mode,Side,Signal_Delay_sec,Exec_Delay_sec,Price_Before,Price_After
2026-03-17 02:39:51,LIVE,LONG,590.9125,0.3845,2334.41,2336.8020689655173
2026-03-17 02:39:52,LIVE,LONG,591.6120,0.3989,2334.06,2336.2669444444446
2026-03-17 02:39:53,LIVE,LONG,592.2943,0.3809,2333.9,2335.853953488372
2026-03-17 02:39:53,LIVE,LONG,593.0026,0.4088,2333.9,2335.5566
2026-03-17 02:39:54,LIVE,LONG,593.7830,0.3752,2333.88,2335.3715789473686
2026-03-17 02:39:55,LIVE,LONG,594.4605,0.3791,2334.05,2335.2601612903227
