Time,Mode,Side,Signal_Delay_sec,Exec_Delay_sec,Price_Before,Price_After
2026-03-17 02:24:56,LIVE,LONG,1495.5052,0.3851,2338.96,2337.74
2026-03-17 02:24:56,LIVE,LONG,1496.1893,0.3530,2337.74,2337.8225
2026-03-17 02:24:57,LIVE,LONG,1496.8301,0.3341,2337.74,2337.907619047619
