ts,open,high,low,close,volume
2025-02-26T17:00:00+00:00,2398.73,2407.61,2355.83,2367.16,4694.31134
2025-02-26T18:00:00+00:00,2366.75,2382.9,2267.11,2293.5,12218.42006
2025-02-26T19:00:00+00:00,2293.2,2318.52,2276.79,2296.2,7960.00275
2025-02-26T20:00:00+00:00,2296.26,2339.62,2256.18,2339.62,9470.87666
2025-02-26T21:00:00+00:00,2339.29,2353.91,2302.61,2341.79,7176.83387
2025-02-26T22:00:00+00:00,2343.95,2383.18,2341.83,2347.94,4011.03831
2025-02-26T23:00:00+00:00,2348.51,2360.76,2325.69,2335.42,2116.20598
2025-02-27T00:00:00+00:00,2336.31,2349.29,2320.24,2338.18,3091.96174
2025-02-27T01:00:00+00:00,2337.82,2364.55,2316.45,2344.44,3511.20891
2025-02-27T02:00:00+00:00,2344.08,2369.3,2329.35,2333.69,3234.0363
2025-02-27T03:00:00+00:00,2334.71,2347.2,2323.81,2332.12,2276.54019
2025-02-27T04:00:00+00:00,2332.12,2341.83,2303.32,2311.11,3837.32436
2025-02-27T05:00:00+00:00,2311.11,2345.46,2307.72,2341.26,3699.27538
2025-02-27T06:00:00+00:00,2341.1,2366.64,2333.81,2348.87,5255.73562
2025-02-27T07:00:00+00:00,2348.87,2372.33,2346.72,2356.66,3269.89479
2025-02-27T08:00:00+00:00,2356.6,2361.08,2343.4,2352.26,1846.10968
2025-02-27T09:00:00+00:00,2352.1,2366.79,2347.07,2359.48,2374.56234
2025-02-27T10:00:00+00:00,2359.23,2378.82,2356.3,2378,2472.11761
2025-02-27T11:00:00+00:00,2379,2380.56,2347.44,2353.91,2779.32605
2025-02-27T12:00:00+00:00,2353.75,2361.48,2341.29,2347.39,1803.83259
2025-02-27T13:00:00+00:00,2347.08,2360.68,2328.45,2337.21,3052.22677
2025-02-27T14:00:00+00:00,2337.97,2355.99,2305.32,2308.6,4208.60828
2025-02-27T15:00:00+00:00,2308.52,2335.84,2290.79,2323.31,5028.31292
2025-02-27T16:00:00+00:00,2323.25,2337.19,2292.56,2295.9,4101.79741
2025-02-27T17:00:00+00:00,2296.99,2325.69,2293.31,2321.96,2964.55722
2025-02-27T18:00:00+00:00,2322.19,2333.3,2319.81,2326.99,1825.66479
2025-02-27T19:00:00+00:00,2327.09,2327.68,2279.09,2292.53,2514.07615
2025-02-27T20:00:00+00:00,2292.67,2294,2241.38,2256.61,5562.39183
2025-02-27T21:00:00+00:00,2256.21,2283.9,2230.94,2282.39,3542.11643
2025-02-27T22:00:00+00:00,2281.97,2293.38,2265.33,2292.6,1409.10292
2025-02-27T23:00:00+00:00,2291.91,2311.52,2283.17,2307.23,1731.90309
2025-02-28T00:00:00+00:00,2307.58,2313.62,2295.07,2295.07,1865.78087
2025-02-28T01:00:00+00:00,2294.9,2300.17,2187,2194.67,36538.95839
2025-02-28T02:00:00+00:00,2194.31,2225.41,2125.19,2167.58,28100.62304
2025-02-28T03:00:00+00:00,2173.74,2194.17,2137.77,2146.97,7544.07783
2025-02-28T04:00:00+00:00,2147.4,2155.6,2096.6,2136.71,10133.22731
2025-02-28T05:00:00+00:00,2136.71,2140.66,2100.01,2131.12,6224.3021
2025-02-28T06:00:00+00:00,2131.21,2142.51,2077.91,2109.46,6994.79341
2025-02-28T07:00:00+00:00,2108.22,2135.59,2088.86,2106.42,5863.99462
2025-02-28T08:00:00+00:00,2105.99,2124.09,2076.29,2120.2,7032.44294
2025-02-28T09:00:00+00:00,2120.2,2151.27,2115.42,2143.63,4654.94634
2025-02-28T10:00:00+00:00,2143.63,2146,2113.91,2117.32,3210.57018
2025-02-28T11:00:00+00:00,2117.18,2141.66,2116.78,2126.35,2024.94697
2025-02-28T12:00:00+00:00,2125.69,2139.62,2105.86,2121.1,5105.07683
2025-02-28T13:00:00+00:00,2120.42,2163.88,2116.7,2151.91,8284.12862
2025-02-28T14:00:00+00:00,2151.68,2188.93,2139.61,2167.1,6808.56875
2025-02-28T15:00:00+00:00,2165.85,2228.31,2164.18,2223.01,7329.04486
2025-02-28T16:00:00+00:00,2223,2246,2206.54,2222.67,5318.50967
2025-02-28T17:00:00+00:00,2222.67,2241.4,2208.8,2209.95,3743.19635
2025-02-28T18:00:00+00:00,2208.73,2254.19,2194.2,2229.81,5839.081
2025-02-28T19:00:00+00:00,2228.18,2238.4,2221.34,2230.15,2640.27665
2025-02-28T20:00:00+00:00,2230.15,2238.07,2198.51,2217.18,3274.23758
2025-02-28T21:00:00+00:00,2217.06,2234.6,2210.37,2225.51,2023.60753
2025-02-28T22:00:00+00:00,2225.5,2231.91,2209.77,2216.59,1274.31617
2025-02-28T23:00:00+00:00,2215.81,2239.64,2214,2237.05,1292.5911
2025-03-01T00:00:00+00:00,2237.05,2245.9,2216.23,2216.3,1968.54073
2025-03-01T01:00:00+00:00,2216.2,2263.39,2213.34,2253.19,2102.30686
2025-03-01T02:00:00+00:00,2252.5,2275.14,2240.2,2255.8,3078.48686
2025-03-01T03:00:00+00:00,2256,2270.25,2249.1,2262.39,1313.99669
2025-03-01T04:00:00+00:00,2263.21,2280.88,2258.4,2270.02,2947.14606
2025-03-01T05:00:00+00:00,2270.28,2270.54,2252.41,2255.56,1438.86852
2025-03-01T06:00:00+00:00,2256.34,2259.31,2231.28,2236.31,2786.60419
2025-03-01T07:00:00+00:00,2236.3,2236.3,2224.41,2228.59,1560.67038
2025-03-01T08:00:00+00:00,2229.24,2239.7,2227.1,2234.91,1186.10483
2025-03-01T09:00:00+00:00,2234.76,2239.45,2228.61,2233.36,828.93898
2025-03-01T10:00:00+00:00,2233.35,2233.67,2200.61,2204.79,2334.85824
2025-03-01T11:00:00+00:00,2205.04,2206.89,2172.58,2183.42,2192.46796
2025-03-01T12:00:00+00:00,2184.42,2187.62,2172.68,2181.29,1370.54558
2025-03-01T13:00:00+00:00,2181.63,2184.4,2143.5,2152.11,2417.07242
2025-03-01T14:00:00+00:00,2152.59,2166.75,2149.3,2163.07,1502.47207
2025-03-01T15:00:00+00:00,2163.1,2182.97,2158.69,2173.93,1377.54958
2025-03-01T16:00:00+00:00,2173.4,2210.93,2169.4,2210.01,1420.20866
2025-03-01T17:00:00+00:00,2209.69,2209.69,2190.67,2197.02,1319.79018
