ts,open,high,low,close,volume
2025-02-25T18:00:00+00:00,87276.12,87791.56,86918.41,87065.82,244.14856
2025-02-25T19:00:00+00:00,87064.72,88064.16,86511,87939.33,295.37963
2025-02-25T20:00:00+00:00,87947.24,89011.81,87626.56,88135.1,589.16484
2025-02-25T21:00:00+00:00,88161.04,88794.93,87761.9,88794.93,255.01327
2025-02-25T22:00:00+00:00,88818.39,89460.17,88512.35,88807.64,234.5786
2025-02-25T23:00:00+00:00,88822.41,89138.75,88679.25,88680.17,177.58026
2025-02-26T00:00:00+00:00,88685.78,88688.82,88149.81,88158,132.10658
2025-02-26T01:00:00+00:00,88151.2,88850.06,88150,88721.83,116.80028
2025-02-26T02:00:00+00:00,88705.67,89192.62,88436,89018.86,125.50804
2025-02-26T03:00:00+00:00,89026.04,89414.14,88886.36,88900.01,128.43952
2025-02-26T04:00:00+00:00,88900,89239.33,88697.48,88709.75,118.59864
2025-02-26T05:00:00+00:00,88735.94,88883.06,88401.98,88422.79,130.67523
2025-02-26T06:00:00+00:00,88442.96,88940.01,88432.47,88911.2,128.51503
2025-02-26T07:00:00+00:00,88920.18,89162.03,88435.99,88763.91,128.14145
2025-02-26T08:00:00+00:00,88703.99,88804.27,88174.14,88484.54,192.36966
2025-02-26T09:00:00+00:00,88521.99,89288,88463.98,89113.2,203.54575
2025-02-26T10:00:00+00:00,89113.19,89310,88882.36,89269.51,163.23194
2025-02-26T11:00:00+00:00,89269.51,89269.51,88539.96,88620.03,130.7888
2025-02-26T12:00:00+00:00,88625.15,88672.49,87660,87955.67,216.90541
2025-02-26T13:00:00+00:00,87936.05,88090.9,87079.82,87189.98,288.15932
2025-02-26T14:00:00+00:00,87195.64,87717.81,85435.54,87663.49,970.39507
2025-02-26T15:00:00+00:00,87646.91,88525.58,87429.99,87566.35,765.0071
2025-02-26T16:00:00+00:00,87595.62,87803.13,86316.12,86803.69,615.23817
2025-02-26T17:00:00+00:00,86817.39,87300,85689.09,86042.7,434.18072
2025-02-26T18:00:00+00:00,86048.02,86496,83452.02,84301.43,873.83259
2025-02-26T19:00:00+00:00,84259.51,85074,83755.59,83861.94,813.72016
2025-02-26T20:00:00+00:00,83857,84618.03,82264.99,84394.04,961.13306
2025-02-26T21:00:00+00:00,84391.66,85128,83475.99,84579.09,707.76181
2025-02-26T22:00:00+00:00,84609.36,85383.3,84169.83,84435.96,478.88524
2025-02-26T23:00:00+00:00,84435.96,84780.09,83924.47,84220.32,207.33288
2025-02-27T00:00:00+00:00,84260.09,84802.87,84050.2,84747.58,475.88757
2025-02-27T01:00:00+00:00,84742.38,85448.18,84324.01,84763.24,219.32263
2025-02-27T02:00:00+00:00,84759.21,85210.85,84216.04,84295.19,364.98637
