ts,open,high,low,close,volume
2025-02-26T00:00:00+00:00,2495.7,2507.14,2256.18,2335.42,95019.31648
2025-02-27T00:00:00+00:00,2336.31,2380.56,2230.94,2307.23,75392.68337
2025-02-28T00:00:00+00:00,2307.58,2313.62,2076.29,2237.05,173121.29911
2025-03-01T00:00:00+00:00,2237.05,2280.88,2143.5,2217.4,40174.85606
2025-03-02T00:00:00+00:00,2217.39,2550,2173.69,2517.89,162345.80242
2025-03-03T00:00:00+00:00,2519.47,2523.27,2098.28,2149,120993.52012
2025-03-04T00:00:00+00:00,2149.01,2221.67,1994,2171.51,132978.51711
2025-03-05T00:00:00+00:00,2170.98,2273.39,2155.8,2241.59,84628.02566
2025-03-06T00:00:00+00:00,2240.76,2319.99,2177.57,2202.2,72940.33646
2025-03-07T00:00:00+00:00,2202.73,2256.9,2102.9,2141.59,91729.22888
2025-03-08T00:00:00+00:00,2140.06,2234.92,2105.86,2203.52,35881.66909
2025-03-09T00:00:00+00:00,2203.52,2211.65,1990.33,2018.69,60684.90646
2025-03-10T00:00:00+00:00,2020.4,2152.38,1810.63,1865.02,125853.13868
2025-03-11T00:00:00+00:00,1865.02,1962.89,1755.28,1922.55,148829.20839
2025-03-12T00:00:00+00:00,1922.74,1956.28,1830.76,1908.25,90487.37303
2025-03-13T00:00:00+00:00,1907.71,1921.88,1822.85,1864.47,62731.49174
2025-03-14T00:00:00+00:00,1864.63,1945.25,1861.31,1911.69,42334.54285
2025-03-15T00:00:00+00:00,1911.86,1957.01,1903.77,1937.1,19715.65248
2025-03-16T00:00:00+00:00,1937.62,1940.44,1860.97,1887.01,29304.88605
2025-03-17T00:00:00+00:00,1887.01,1952.4,1880.07,1926.39,33314.90914
2025-03-18T00:00:00+00:00,1926.45,1935,1872.32,1931.56,34473.42469
2025-03-19T00:00:00+00:00,1932.55,2069.85,1927.7,2056.09,71641.04096
2025-03-20T00:00:00+00:00,2056.07,2067.81,1952.5,1983.51,31543.5457
2025-03-21T00:00:00+00:00,1983.32,1996.72,1937.3,1965.35,16733.39265
2025-03-22T00:00:00+00:00,1965.3,2006.28,1964.69,1980.65,23118.24276
2025-03-23T00:00:00+00:00,1980.65,2020.58,1977.16,2005.79,36736.05854
2025-03-24T00:00:00+00:00,2004.43,2103.06,1978,2081.2,43024.80748
2025-03-25T00:00:00+00:00,2081.21,2097.22,2038,2066.61,21473.8447
2025-03-26T00:00:00+00:00,2066.2,2078.41,1981.61,2008.83,34044.18004
2025-03-27T00:00:00+00:00,2009.54,2037.34,1987.1,2003.75,27553.14801
2025-03-28T00:00:00+00:00,2003.77,2015.93,1862.44,1896.29,45907.88805
2025-03-29T00:00:00+00:00,1896.46,1913.04,1799.07,1827.63,22765.18546
2025-03-30T00:00:00+00:00,1827.79,1848.5,1768.14,1806.93,21675.66201
2025-03-31T00:00:00+00:00,1807.5,1853.78,1777.17,1822.19,33951.56262
2025-04-01T00:00:00+00:00,1821.5,1927.5,1818.14,1905.01,31573.92659
2025-04-02T00:00:00+00:00,1905.15,1954.73,1782,1795.39,75741.27203
2025-04-03T00:00:00+00:00,1795.24,1844.95,1750.75,1816.86,48406.14534
2025-04-04T00:00:00+00:00,1817.23,1835.15,1759,1816.95,46262.34522
2025-04-05T00:00:00+00:00,1816.95,1827.06,1765.04,1806.51,14326.15941
2025-04-06T00:00:00+00:00,1806.28,1816.52,1538.81,1580.03,87183.27267
2025-04-07T00:00:00+00:00,1580.93,1638.2,1412.4,1552,241089.47426
2025-04-08T00:00:00+00:00,1552.55,1618.6,1447.62,1473.41,63280.95142
2025-04-09T00:00:00+00:00,1473.95,1687.92,1386.34,1670.55,196056.65488
2025-04-10T00:00:00+00:00,1669.32,1669.32,1473.9,1522.18,75966.9047
2025-04-11T00:00:00+00:00,1522.24,1591.01,1505.5,1566.72,47228.55454
2025-04-12T00:00:00+00:00,1566.97,1668.46,1546.41,1644.32,29875.60929
2025-04-13T00:00:00+00:00,1644.09,1649.49,1562.63,1597.86,42978.62062
2025-04-14T00:00:00+00:00,1597.78,1690.84,1596,1623.4,55516.55027
2025-04-15T00:00:00+00:00,1623.89,1660.77,1583.27,1589.14,41046.2982
2025-04-16T00:00:00+00:00,1588.78,1612.73,1539.27,1577.14,58623.74594
2025-04-17T00:00:00+00:00,1577,1616.46,1563.22,1583.5,40575.63084
2025-04-18T00:00:00+00:00,1583.71,1600.49,1573.72,1588.67,16175.30352
2025-04-19T00:00:00+00:00,1588.88,1630.92,1585.68,1612.1,16154.63963
2025-04-20T00:00:00+00:00,1612.6,1619,1566.01,1587.41,20820.09098
2025-04-21T00:00:00+00:00,1587.41,1658.31,1563.89,1579.58,79991.19661
2025-04-22T00:00:00+00:00,1579.15,1777.6,1539.47,1756.26,305181.3969
2025-04-23T00:00:00+00:00,1756.26,1834.46,1745.11,1795.07,216331.61647
2025-04-24T00:00:00+00:00,1795.07,1802.82,1723.01,1769.12,116293.59502
2025-04-25T00:00:00+00:00,1769.84,1826.91,1739.05,1785.59,171176.54731
2025-04-26T00:00:00+00:00,1784.74,1840.44,1779.41,1820.9,75736.13541
2025-04-27T00:00:00+00:00,1820.95,1857.38,1782.68,1791.28,82419.31783
2025-04-28T00:00:00+00:00,1791.28,1826.8,1744.72,1799.71,149721.22648
2025-04-29T00:00:00+00:00,1799.88,1842.69,1780.54,1797.82,181226.9152
2025-04-30T00:00:00+00:00,1797.82,1816.62,1732.26,1793.68,215255.21861
2025-05-01T00:00:00+00:00,1793.62,1873.03,1792.51,1838.11,212361.76567
2025-05-02T00:00:00+00:00,1838.12,1870.51,1813.43,1842.05,162456.37335
2025-05-03T00:00:00+00:00,1842.2,1848.49,1810.38,1833.51,90150.35612
2025-05-04T00:00:00+00:00,1833.52,1849.96,1803.18,1808.87,88933.89306
2025-05-05T00:00:00+00:00,1808.87,1833.04,1782.01,1820.2,117303.31474
2025-05-06T00:00:00+00:00,1820.2,1820.91,1752.3,1817,154203.76524
2025-05-07T00:00:00+00:00,1816.99,1850,1787.01,1811.15,212939.81578
2025-05-08T00:00:00+00:00,1811.12,2225.21,1809.01,2207.38,344544.26914
2025-05-09T00:00:00+00:00,2207.38,2489.32,2184.55,2345.05,236470.82386
2025-05-10T00:00:00+00:00,2345.04,2600.02,2318.63,2584.13,131615.579
2025-05-11T00:00:00+00:00,2583.21,2605.33,2438.65,2514.57,108029.83021
2025-05-12T00:00:00+00:00,2514.57,2623.7,2408.44,2495.48,147660.59267
2025-05-13T00:00:00+00:00,2495.48,2737.66,2416.1,2679.71,249606.27296
2025-05-14T00:00:00+00:00,2679.71,2723.89,2548.38,2609.41,180134.46727
2025-05-15T00:00:00+00:00,2609.42,2645.92,2479.26,2548.26,131337.00623
2025-05-16T00:00:00+00:00,2548.5,2648.08,2530,2537.25,106265.52096
2025-05-17T00:00:00+00:00,2537.24,2537.25,2447.59,2475.07,82512.41299
2025-05-18T00:00:00+00:00,2475.62,2587.1,2319.96,2497.78,99239.88556
2025-05-19T00:00:00+00:00,2497.78,2547.04,2349.58,2527.65,135867.24845
2025-05-20T00:00:00+00:00,2528.14,2587.79,2444.49,2524,96430.43386
2025-05-21T00:00:00+00:00,2524.2,2614.95,2452.84,2551.15,150717.14792
2025-05-22T00:00:00+00:00,2551,2692.86,2545.02,2664.64,140153.91483
2025-05-23T00:00:00+00:00,2664.82,2733.41,2499.37,2526.5,157639.40956
2025-05-24T00:00:00+00:00,2526.5,2575.72,2515.34,2530.25,41286.5733
2025-05-25T00:00:00+00:00,2530.26,2554.06,2464.74,2551.24,62858.51039
2025-05-26T00:00:00+00:00,2551.24,2598.99,2526.05,2563.7,88386.01634
2025-05-27T00:00:00+00:00,2563.7,2711.93,2510.21,2661.1,176447.78556
2025-05-28T00:00:00+00:00,2660.37,2688.73,2608.92,2681.47,146773.69409
2025-05-29T00:00:00+00:00,2681.63,2788.01,2619.8,2631.46,229797.60248
2025-05-30T00:00:00+00:00,2631.45,2649.22,2508.85,2531.33,179074.15737
2025-05-31T00:00:00+00:00,2530.32,2550.15,2477.91,2528.05,100057.53737
2025-06-01T00:00:00+00:00,2528.06,2547.62,2469.33,2539.32,66888.42795
2025-06-02T00:00:00+00:00,2539.2,2615.01,2475.28,2607.42,78286.66561
2025-06-03T00:00:00+00:00,2607.43,2653.32,2578.04,2593.12,65621.04716
2025-06-04T00:00:00+00:00,2593.12,2679.02,2583.49,2607.69,108896.03071
2025-06-05T00:00:00+00:00,2607.68,2640.77,2392.01,2414.08,111097.26033
2025-06-06T00:00:00+00:00,2414.21,2530.51,2385.49,2476.09,82747.9183
2025-06-07T00:00:00+00:00,2476.09,2543.24,2457.1,2524.66,43351.23239
2025-06-08T00:00:00+00:00,2524.64,2548.42,2492.28,2509.95,46310.87256
2025-06-09T00:00:00+00:00,2509.61,2693.76,2477.81,2680.14,91698.09279
2025-06-10T00:00:00+00:00,2680.14,2826.25,2656.39,2816.42,190381.72612
2025-06-11T00:00:00+00:00,2816.41,2879.01,2743.79,2771.61,129319.25937
2025-06-12T00:00:00+00:00,2771.62,2784.55,2617.49,2642.98,93232.67644
2025-06-13T00:00:00+00:00,2642.94,2645.4,2437.88,2578.97,160931.8318
2025-06-14T00:00:00+00:00,2579.21,2579.41,2489.25,2530.77,48108.24401
2025-06-15T00:00:00+00:00,2530.77,2558.63,2492.3,2547.4,44883.08635
2025-06-16T00:00:00+00:00,2547.63,2680.34,2515.5,2544.32,99106.54098
2025-06-17T00:00:00+00:00,2544.17,2618.01,2454.34,2509.96,152153.10778
2025-06-18T00:00:00+00:00,2509.96,2548.33,2467.12,2525,145934.75333
2025-06-19T00:00:00+00:00,2525,2546.86,2485.03,2521.13,86210.41614
2025-06-20T00:00:00+00:00,2521.13,2568.7,2367.74,2406.5,117282.90506
2025-06-21T00:00:00+00:00,2406.5,2448.28,2216.48,2295.7,65367.03373
2025-06-22T00:00:00+00:00,2295.74,2313.72,2113.04,2227.69,130930.1113
2025-06-23T00:00:00+00:00,2227.69,2438.25,2188.83,2411.66,131219.52289
2025-06-24T00:00:00+00:00,2411.66,2481.58,2376.76,2447.95,108324.95275
2025-06-25T00:00:00+00:00,2448.52,2468.17,2390.63,2418.49,97066.19348
2025-06-26T00:00:00+00:00,2418.49,2519.95,2395,2415.97,104248.5884
2025-06-27T00:00:00+00:00,2415.97,2462.95,2382.96,2422.99,54157.831
2025-06-28T00:00:00+00:00,2422.99,2447.79,2406.11,2435.62,44664.9398
2025-06-29T00:00:00+00:00,2435.62,2524.66,2413,2500.08,77980.60724
2025-06-30T00:00:00+00:00,2500.08,2523.41,2435.35,2485.47,116251.24124
2025-07-01T00:00:00+00:00,2485.47,2500.23,2387,2405.08,70383.92516
2025-07-02T00:00:00+00:00,2404.5,2618.42,2374.21,2570.02,147712.80505
2025-07-03T00:00:00+00:00,2570.2,2635.09,2556.41,2590.72,85668.53785
2025-07-04T00:00:00+00:00,2590.74,2602.78,2474.57,2507.47,74292.54026
2025-07-05T00:00:00+00:00,2508.05,2529.28,2488.01,2516.57,28109.82361
2025-07-06T00:00:00+00:00,2516.44,2604.74,2503.62,2570.55,31850.66588
2025-07-07T00:00:00+00:00,2570.8,2590.25,2514,2542.29,33334.08788
2025-07-08T00:00:00+00:00,2541.65,2628.1,2523.74,2614.7,52705.7209
2025-07-09T00:00:00+00:00,2615.26,2794.94,2590.34,2768.51,102675.00318
2025-07-10T00:00:00+00:00,2768.72,3002.79,2755.67,2951.3,99217.11909
2025-07-11T00:00:00+00:00,2951.3,3039.52,2914.55,2958.22,107061.41688
2025-07-12T00:00:00+00:00,2958.22,2979.41,2904.42,2943.29,33096.63935
2025-07-13T00:00:00+00:00,2943.61,3019.68,2936.77,2972.03,34266.19688
2025-07-14T00:00:00+00:00,2972.03,3083.01,2963.22,3013.87,68455.60869
2025-07-15T00:00:00+00:00,3013.62,3143.73,2933,3138.8,83151.9284
2025-07-16T00:00:00+00:00,3137.9,3424.59,3101.11,3372.38,87264.34177
2025-07-17T00:00:00+00:00,3371.35,3523.08,3310.95,3476.88,89839.70341
2025-07-18T00:00:00+00:00,3476.87,3673.8,3459.32,3546.93,146286.13454
2025-07-19T00:00:00+00:00,3546.93,3607.86,3506.97,3592.01,118507.01548
2025-07-20T00:00:00+00:00,3592.01,3822.67,3579.14,3757.32,171025.58303
2025-07-21T00:00:00+00:00,3756.7,3856.73,3701.39,3761.89,175015.86115
2025-07-22T00:00:00+00:00,3763.06,3798.66,3617.64,3746.17,110779.70525
2025-07-23T00:00:00+00:00,3745.85,3763.77,3528.98,3626.81,127497.07931
2025-07-24T00:00:00+00:00,3628.46,3770.88,3506.92,3706.24,202808.89978
2025-07-25T00:00:00+00:00,3707.28,3746.41,3575.01,3724.96,242286.84818
2025-07-26T00:00:00+00:00,3724.96,3792.87,3699.74,3741.11,174496.4544
2025-07-27T00:00:00+00:00,3741.11,3878.14,3731.43,3872.11,115511.47382
2025-07-28T00:00:00+00:00,3872.11,3941,3754.21,3798.38,164278.80564
2025-07-29T00:00:00+00:00,3798.84,3886,3716.89,3793.8,313444.61196
2025-07-30T00:00:00+00:00,3793.8,3834.03,3678.41,3810,322072.24725
2025-07-31T00:00:00+00:00,3810,3878.54,3684.6,3698.37,229117.51022
2025-08-01T00:00:00+00:00,3698.72,3724.02,3432.16,3488.21,338495.72769
2025-08-02T00:00:00+00:00,3488.21,3537.46,3368.99,3394.06,111266.3551
2025-08-03T00:00:00+00:00,3394.07,3521.79,3355.43,3496.75,84477.7232
2025-08-04T00:00:00+00:00,3496.76,3736.5,3491.08,3720.99,110336.81137
2025-08-05T00:00:00+00:00,3720.99,3721.66,3546.77,3611.86,106583.1943
2025-08-06T00:00:00+00:00,3612.14,3698.6,3564.31,3683.32,89889.26319
2025-08-07T00:00:00+00:00,3683.32,3926.69,3647.64,3910.17,160157.22052
2025-08-08T00:00:00+00:00,3912.86,4070,3880.01,4009.51,166944.78362
2025-08-09T00:00:00+00:00,4009.51,4325.39,4006.93,4262.06,122604.99163
2025-08-10T00:00:00+00:00,4260.98,4332.08,4161.02,4250.38,80116.74319
2025-08-11T00:00:00+00:00,4250.59,4366.46,4166.78,4223.38,128670.27221
2025-08-12T00:00:00+00:00,4223.67,4639.02,4219.5,4590.53,206394.55054
2025-08-13T00:00:00+00:00,4590.53,4783.5,4565.08,4747.99,222544.81485
2025-08-14T00:00:00+00:00,4748.87,4788.06,4452.39,4546.85,366777.68177
2025-08-15T00:00:00+00:00,4546.85,4667.57,4368.01,4439.48,161437.41453
2025-08-16T00:00:00+00:00,4439.48,4489.73,4372.98,4421.69,38946.22661
2025-08-17T00:00:00+00:00,4422.01,4575.14,4395,4472.2,70167.73026
2025-08-18T00:00:00+00:00,4472,4481.55,4226.22,4313.51,124019.02443
2025-08-19T00:00:00+00:00,4313.36,4354.91,4067.35,4075.6,141131.87121
2025-08-20T00:00:00+00:00,4075.59,4377.92,4063.05,4336.16,137059.41235
2025-08-21T00:00:00+00:00,4336.16,4340.05,4204.3,4224.68,72152.02486
2025-08-22T00:00:00+00:00,4225.31,4886.57,4208.01,4831.18,424462.62066
2025-08-23T00:00:00+00:00,4831.19,4831.55,4662.07,4778.52,84532.00268
2025-08-24T00:00:00+00:00,4778.45,4956.52,4711.65,4780.33,227059.71592
2025-08-25T00:00:00+00:00,4780.16,4797.68,4334.58,4376.02,259723.47345
2025-08-26T00:00:00+00:00,4376.08,4633.32,4311.37,4600.63,166163.53405
2025-08-27T00:00:00+00:00,4600.65,4662.63,4482.29,4506.83,124049.41965
2025-08-28T00:00:00+00:00,4506.78,4632.96,4430.01,4511.57,101795.25324
2025-08-29T00:00:00+00:00,4511.23,4515.64,4268.55,4360.19,131616.87007
2025-08-30T00:00:00+00:00,4360.19,4414.81,4258.01,4373.71,46700.84665
2025-08-31T00:00:00+00:00,4374.08,4497.96,4373.07,4392.21,35915.72378
2025-09-01T00:00:00+00:00,4391.91,4491.64,4211.74,4314.07,76899.20203
2025-09-02T00:00:00+00:00,4314.54,4415.73,4258.01,4325.72,167715.1685
2025-09-03T00:00:00+00:00,4326.24,4489.82,4283.24,4450.46,162876.72983
2025-09-04T00:00:00+00:00,4450.46,4481.98,4265.4,4298.09,148657.64427
2025-09-05T00:00:00+00:00,4297.55,4488.67,4256.41,4307.46,229860.93352
2025-09-06T00:00:00+00:00,4307.46,4329.23,4240,4272.82,55230.85431
2025-09-07T00:00:00+00:00,4273.15,4335.69,4270.82,4306.2,46382.01836
2025-09-08T00:00:00+00:00,4306.19,4384.05,4279.1,4306.38,103978.85646
2025-09-09T00:00:00+00:00,4306.37,4381.87,4276.76,4310.09,111578.88181
2025-09-10T00:00:00+00:00,4310.09,4453.03,4285.11,4348.74,152183.98371
2025-09-11T00:00:00+00:00,4349.33,4480.08,4338.83,4458.83,148339.31402
2025-09-12T00:00:00+00:00,4458.84,4743.43,4450.72,4712.6,164613.86059
2025-09-13T00:00:00+00:00,4712.22,4765.89,4605.66,4666.54,107277.50874
2025-09-14T00:00:00+00:00,4666.55,4691.76,4577.5,4604.49,102820.39013
2025-09-15T00:00:00+00:00,4604.48,4670.15,4466.54,4523.74,203428.34393
2025-09-16T00:00:00+00:00,4523.74,4537.75,4425.09,4501.3,150742.11141
2025-09-17T00:00:00+00:00,4501.3,4616.77,4417.76,4590.54,239616.68017
2025-09-18T00:00:00+00:00,4590.65,4644.47,4553.71,4587.61,148034.1209
2025-09-19T00:00:00+00:00,4587.66,4620.72,4436.66,4468.59,162866.04025
2025-09-20T00:00:00+00:00,4468.59,4508.47,4454.46,4480.42,74238.43139
2025-09-21T00:00:00+00:00,4480.42,4498.16,4443.01,4444.98,88658.92923
2025-09-22T00:00:00+00:00,4444.99,4455.76,4077.07,4199.09,362155.27564
2025-09-23T00:00:00+00:00,4199.09,4227.41,4115.06,4164.26,162383.26563
2025-09-24T00:00:00+00:00,4164.26,4206.53,4074.14,4153.04,201632.49977
2025-09-25T00:00:00+00:00,4153.41,4161.04,3824.26,3874.36,481277.25957
2025-09-26T00:00:00+00:00,3874.36,4067.81,3867.66,4032.26,304065.51375
2025-09-27T00:00:00+00:00,4032.25,4038.49,3972.98,4018.38,96471.32754
2025-09-28T00:00:00+00:00,4018.39,4144.88,3966.3,4142.17,126823.39083
2025-09-29T00:00:00+00:00,4142.17,4235.86,4084.59,4215.07,208681.71095
2025-09-30T00:00:00+00:00,4215.07,4243.14,4093.06,4145.15,204272.9273
2025-10-01T00:00:00+00:00,4145.15,4350.9,4123.09,4348.04,270312.91274
2025-10-02T00:00:00+00:00,4348.04,4516.74,4332.74,4484.36,258946.52252
2025-10-03T00:00:00+00:00,4484.36,4591.4,4428.01,4512.63,252876.57901
2025-10-04T00:00:00+00:00,4512.85,4517.93,4440,4487.16,105503.31979
2025-10-05T00:00:00+00:00,4487.16,4618.17,4467.06,4513.72,225773.44525
2025-10-06T00:00:00+00:00,4514.89,4735.37,4489.19,4684.01,145604.74959
2025-10-07T00:00:00+00:00,4684.02,4754.99,4434.3,4447.71,116518.42084
2025-10-08T00:00:00+00:00,4447.73,4557.67,4411.29,4525.73,123977.22528
2025-10-09T00:00:00+00:00,4525.72,4531.19,4267.02,4367.6,158712.60767
2025-10-10T00:00:00+00:00,4368.03,4392.98,3552.39,3829.66,745028.51612
2025-10-11T00:00:00+00:00,3829.73,3878.26,3643.99,3746.49,412216.31423
2025-10-12T00:00:00+00:00,3746.87,4196.3,3694.56,4152.3,345427.18156
2025-10-13T00:00:00+00:00,4152.29,4290.11,4043.34,4240.84,255809.32534
2025-10-14T00:00:00+00:00,4240.9,4263.29,3888.77,4125.02,410679.996
2025-10-15T00:00:00+00:00,4125.02,4215.52,3928.94,3985.61,254359.8202
2025-10-16T00:00:00+00:00,3985.61,4083.87,3826.07,3894.51,264278.00823
2025-10-17T00:00:00+00:00,3894.5,3950.43,3674.61,3831.58,390905.77777
2025-10-18T00:00:00+00:00,3832.16,3927.73,3819.11,3889.21,86254.46107
2025-10-19T00:00:00+00:00,3889.21,4028.53,3830.24,3982.59,150755.63484
2025-10-20T00:00:00+00:00,3982.59,4084.26,3908.74,3979.09,191065.10143
2025-10-21T00:00:00+00:00,3979.22,4109.9,3840.27,3873.05,225157.6696
2025-10-22T00:00:00+00:00,3873.05,3889.27,3711.45,3805.53,250948.12627
2025-10-23T00:00:00+00:00,3805.53,3932.99,3796.53,3856.8,196316.2468
2025-10-24T00:00:00+00:00,3856.8,4022.69,3846.27,3934.89,168293.35581
2025-10-25T00:00:00+00:00,3934.85,3968.91,3912.89,3953.82,46008.80613
2025-10-26T00:00:00+00:00,3953.82,4178.49,3920.98,4158.95,126498.3701
2025-10-27T00:00:00+00:00,4158.91,4252.92,4095.4,4119.35,131390.76253
2025-10-28T00:00:00+00:00,4120.16,4175.49,3932.66,3979.2,137435.98621
2025-10-29T00:00:00+00:00,3979.48,4036.08,3839.76,3902.8,182206.80316
2025-10-30T00:00:00+00:00,3902.77,3948.61,3680.01,3803.75,171681.18795
2025-10-31T00:00:00+00:00,3804.36,3905.64,3796.36,3847.95,178850.57998
2025-11-01T00:00:00+00:00,3848.29,3908.67,3831.57,3873.78,24819.71059
2025-11-02T00:00:00+00:00,3873.78,3917.93,3840,3906.58,52951.18423
2025-11-03T00:00:00+00:00,3907.28,3913.79,3559.3,3603.84,313793.06703
2025-11-04T00:00:00+00:00,3603.83,3654.33,3059.86,3286.75,724605.74485
2025-11-05T00:00:00+00:00,3287.05,3480.43,3168.14,3424.28,266357.22213
2025-11-06T00:00:00+00:00,3424.4,3456.18,3246.04,3314.92,161815.60383
2025-11-07T00:00:00+00:00,3314.46,3472.6,3194.96,3436.25,241861.95634
2025-11-08T00:00:00+00:00,3435.97,3485.53,3356.22,3401.45,65451.35232
2025-11-09T00:00:00+00:00,3401.71,3621.37,3358.66,3583.47,114364.77915
2025-11-10T00:00:00+00:00,3583.47,3658.27,3507.74,3567.85,130409.14174
2025-11-11T00:00:00+00:00,3567.84,3648.12,3405.25,3417.4,121259.29457
2025-11-12T00:00:00+00:00,3417.79,3587.91,3371.99,3413.79,139618.92447
2025-11-13T00:00:00+00:00,3414.9,3565.84,3155.22,3231.55,255965.98511
2025-11-14T00:00:00+00:00,3231.55,3256.57,3070.01,3112.6,273169.22002
2025-11-15T00:00:00+00:00,3112.63,3229.99,3110.9,3167.99,48945.03789
2025-11-16T00:00:00+00:00,3167.98,3248.5,3004.71,3095.83,160540.67511
2025-11-17T00:00:00+00:00,3095.3,3222.59,2959.5,3031.32,225389.5642
2025-11-18T00:00:00+00:00,3031.47,3169.81,2947.04,3123.66,247965.44682
2025-11-19T00:00:00+00:00,3123.36,3125.54,2873.66,3025.49,209834.52825
2025-11-20T00:00:00+00:00,3025.51,3062.2,2791.31,2834.22,340009.20589
2025-11-21T00:00:00+00:00,2834.27,2886.48,2623.98,2765.86,467375.09008
2025-11-22T00:00:00+00:00,2765.88,2798.96,2704.52,2770.12,55668.93968
2025-11-23T00:00:00+00:00,2769.92,2857.97,2768.3,2802.17,99321.02858
2025-11-24T00:00:00+00:00,2802.17,2986.18,2763.12,2953.35,182115.04048
2025-11-25T00:00:00+00:00,2952.64,2980.08,2857.51,2959.68,89395.52305
2025-11-26T00:00:00+00:00,2959.45,3044.58,2888.74,3026.75,86858.9405
2025-11-27T00:00:00+00:00,3026.57,3071.27,2986.45,3015.31,54809.11244
2025-11-28T00:00:00+00:00,3015.65,3098.23,2994.37,3031.15,132952.73387
2025-11-29T00:00:00+00:00,3031.15,3052.44,2962.68,2988.88,38590.17159
2025-11-30T00:00:00+00:00,2989.86,3052.08,2976.54,2991.26,43639.74826
2025-12-01T00:00:00+00:00,2991.26,2998.84,2718.95,2798.72,252697.84618
2025-12-02T00:00:00+00:00,2798.86,3033.66,2782.25,2996.76,183593.35822
2025-12-03T00:00:00+00:00,2994.7,3214.79,2986.2,3188.45,189204.60603
2025-12-04T00:00:00+00:00,3188.46,3240.01,3066.96,3133.26,120947.16176
2025-12-05T00:00:00+00:00,3133.26,3192.57,2983.75,3021.73,149668.93854
2025-12-06T00:00:00+00:00,3021.77,3068.5,3012.59,3038.07,31634.65897
2025-12-07T00:00:00+00:00,3038.07,3149.55,2909.24,3059.86,121186.74036
2025-12-08T00:00:00+00:00,3059.87,3180.51,3041.04,3124.08,130612.52393
2025-12-09T00:00:00+00:00,3123.74,3397.42,3091.31,3318.14,202458.74208
2025-12-10T00:00:00+00:00,3318,3446.62,3288.35,3324.14,153339.22641
2025-12-11T00:00:00+00:00,3324.14,3327.16,3146.35,3237.39,122501.043
2025-12-12T00:00:00+00:00,3237.39,3265.5,3046.74,3085.14,131208.60267
2025-12-13T00:00:00+00:00,3085,3135.19,3079.39,3114.64,21443.60409
2025-12-14T00:00:00+00:00,3114.63,3129.24,3027,3062.62,50826.44315
2025-12-15T00:00:00+00:00,3063.5,3176.57,2895.75,2964.85,155224.81911
2025-12-16T00:00:00+00:00,2964.85,2980.62,2880.24,2962.3,123612.9761
